Subject_Name,Evaluation_Name,Student_Name,Final_Grade
Biology,Examen Final,Ej6,5.5
Biology,Examen Final,Ej6,6.7
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,5.5
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,6.0
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,6.3
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,5.5
Biology,Examen Final,Ej6,3.9
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,5.5
Biology,Examen Final,Ej6,6.3
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,6.5
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,3.3
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,6.7
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,6.7
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,7.2
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,6.5
Biology,Examen Final,Ej6,3.8
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,6.0
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,6.6
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,6.0
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,7.0
Biology,Examen Final,Ej6,3.8
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,7.2
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,3.9
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,5.5
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,6.7
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,6.4
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,6.8
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,7.1
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,6.4
Biology,Examen Final,Ej6,2.9
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,6.8
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,6.6
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,3.5
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,6.3
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,6.7
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,3.2
Biology,Examen Final,Ej6,3.8
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,3.6
Biology,Examen Final,Ej6,6.5
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,3.1
Biology,Examen Final,Ej6,3.9
Biology,Examen Final,Ej6,3.1
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,4.7
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.7
Biology,Examen Final,Ej6,6.8
Biology,Examen Final,Ej6,4.7
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,2.8
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,6.5
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,6.6
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,3.7
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,6.4
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,2.8
Biology,Examen Final,Ej6,4.7
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,3.6
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,6.4
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,3.9
Biology,Examen Final,Ej6,4.0
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,6.2
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,2.6
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,6.3
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,7.0
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,3.5
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,3.3
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,5.5
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,6.5
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,6.3
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,7.0
Biology,Examen Final,Ej6,3.6
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,4.7
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,3.9
Biology,Examen Final,Ej6,4.7
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,4.7
Biology,Examen Final,Ej6,7.3
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,3.6
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,6.8
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,6.5
Biology,Examen Final,Ej6,5.5
Biology,Examen Final,Ej6,5.3
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,3.9
Biology,Examen Final,Ej6,4.1
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,6.0
Biology,Examen Final,Ej6,6.5
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,3.3
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,5.9
Biology,Examen Final,Ej6,3.8
Biology,Examen Final,Ej6,4.2
Biology,Examen Final,Ej6,5.7
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,6.8
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,3.9
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,7.1
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,6.7
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,5.2
Biology,Examen Final,Ej6,6.3
Biology,Examen Final,Ej6,3.1
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,3.3
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,7.1
Biology,Examen Final,Ej6,4.7
Biology,Examen Final,Ej6,6.7
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,3.2
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,5.4
Biology,Examen Final,Ej6,4.8
Biology,Examen Final,Ej6,5.6
Biology,Examen Final,Ej6,6.0
Biology,Examen Final,Ej6,5.1
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,4.6
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,6.1
Biology,Examen Final,Ej6,4.4
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,6.0
Biology,Examen Final,Ej6,4.5
Biology,Examen Final,Ej6,5.8
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.9
Biology,Examen Final,Ej6,3.7
Biology,Examen Final,Ej6,5.0
Biology,Examen Final,Ej6,4.3
Biology,Examen Final,Ej6,2.9
Biology,Examen Final,Ej6,5.8
Biology,Primer Parcial,Ej6,3.9
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,3.7
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,3.9
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.5
Biology,Primer Parcial,Ej6,6.7
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,3.8
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,6.1
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,5.9
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,6.6
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,3.6
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,6.2
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,5.8
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,2.7
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,6.3
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,3.6
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,5.6
Biology,Primer Parcial,Ej6,3.6
Biology,Primer Parcial,Ej6,3.9
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,3.3
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,3.2
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,7.4
Biology,Primer Parcial,Ej6,6.9
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,3.0
Biology,Primer Parcial,Ej6,5.8
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,4.5
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.8
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,6.3
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,3.9
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,6.6
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,5.9
Biology,Primer Parcial,Ej6,3.2
Biology,Primer Parcial,Ej6,3.5
Biology,Primer Parcial,Ej6,3.7
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,5.9
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.8
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,3.4
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,6.3
Biology,Primer Parcial,Ej6,2.8
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.8
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,5.6
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,5.8
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,3.3
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,5.6
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,6.3
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.9
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,6.2
Biology,Primer Parcial,Ej6,3.7
Biology,Primer Parcial,Ej6,7.6
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,3.2
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,6.9
Biology,Primer Parcial,Ej6,6.3
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,6.2
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,7.0
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,3.5
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,3.3
Biology,Primer Parcial,Ej6,7.2
Biology,Primer Parcial,Ej6,3.4
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,3.8
Biology,Primer Parcial,Ej6,6.3
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,4.5
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,6.8
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,6.1
Biology,Primer Parcial,Ej6,5.6
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,3.3
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,6.8
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,3.7
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,3.7
Biology,Primer Parcial,Ej6,3.6
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,3.2
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,7.0
Biology,Primer Parcial,Ej6,6.1
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,3.3
Biology,Primer Parcial,Ej6,6.6
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,3.6
Biology,Primer Parcial,Ej6,4.5
Biology,Primer Parcial,Ej6,5.6
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,6.2
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,4.5
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,5.8
Biology,Primer Parcial,Ej6,6.2
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,5.0
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,2.7
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,3.9
Biology,Primer Parcial,Ej6,4.5
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,2.6
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,6.3
Biology,Primer Parcial,Ej6,2.8
Biology,Primer Parcial,Ej6,4.1
Biology,Primer Parcial,Ej6,6.9
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,6.7
Biology,Primer Parcial,Ej6,3.7
Biology,Primer Parcial,Ej6,3.8
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.0
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.9
Biology,Primer Parcial,Ej6,3.2
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.6
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,3.8
Biology,Primer Parcial,Ej6,3.9
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.9
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,5.6
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,6.0
Biology,Primer Parcial,Ej6,5.3
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,4.5
Biology,Primer Parcial,Ej6,4.2
Biology,Primer Parcial,Ej6,4.3
Biology,Primer Parcial,Ej6,3.2
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,5.1
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,6.3
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,4.8
Biology,Primer Parcial,Ej6,6.1
Biology,Primer Parcial,Ej6,5.7
Biology,Primer Parcial,Ej6,3.4
Biology,Primer Parcial,Ej6,3.5
Biology,Primer Parcial,Ej6,5.2
Biology,Primer Parcial,Ej6,3.8
Biology,Primer Parcial,Ej6,5.6
Biology,Primer Parcial,Ej6,4.7
Biology,Primer Parcial,Ej6,4.4
Biology,Primer Parcial,Ej6,4.9
Biology,Primer Parcial,Ej6,3.8
Biology,Primer Parcial,Ej6,4.6
Biology,Primer Parcial,Ej6,6.5
Biology,Primer Parcial,Ej6,5.4
Biology,Primer Parcial,Ej6,3.0
Biology,Primer Parcial,Ej6,5.5
Biology,Primer Parcial,Ej6,5.4
